/scratch/cvit/v3/front_view_256/U_Turn/96bbd68b-3e2a-42aa-9036-f048734514cb.mp4 /scratch/cvit/v3/driver_view_256/U_Turn/96bbd68b-3e2a-42aa-9036-f048734514cb.mp4 6
/scratch/cvit/v3/front_view_256/Slow_Down/3400b12d-e248-40f2-ba30-0976be9888bc.mp4 /scratch/cvit/v3/driver_view_256/Slow_Down/3400b12d-e248-40f2-ba30-0976be9888bc.mp4 1
/scratch/cvit/v3/front_view_256/Slow_Down/770ce8f2-5521-4ca5-a28d-63eb59f3112b.mp4 /scratch/cvit/v3/driver_view_256/Slow_Down/770ce8f2-5521-4ca5-a28d-63eb59f3112b.mp4 1
/scratch/cvit/v3/front_view_256/Slow_Down/f88f320b-a761-46ce-ad8c-7d2b16e22a30.mp4 /scratch/cvit/v3/driver_view_256/Slow_Down/f88f320b-a761-46ce-ad8c-7d2b16e22a30.mp4 1
/scratch/cvit/v3/front_view_256/Straight/c37bf455-0660-4d6d-b633-3f682192772c.mp4 /scratch/cvit/v3/driver_view_256/Straight/c37bf455-0660-4d6d-b633-3f682192772c.mp4 0
/scratch/cvit/v3/front_view_256/Slow_Down/ddde062c-c2b1-43a5-b57a-6c6dea429e10.mp4 /scratch/cvit/v3/driver_view_256/Slow_Down/ddde062c-c2b1-43a5-b57a-6c6dea429e10.mp4 1
/scratch/cvit/v3/front_view_256/Slow_Down/47282c2e-dbd5-4c6e-92ad-ba9f7a5680c8.mp4 /scratch/cvit/v3/driver_view_256/Slow_Down/47282c2e-dbd5-4c6e-92ad-ba9f7a5680c8.mp4 1
/scratch/cvit/v3/front_view_256/Slow_Down/53f19e5c-9461-40e6-92f6-a66049f09578.mp4 /scratch/cvit/v3/driver_view_256/Slow_Down/53f19e5c-9461-40e6-92f6-a66049f09578.mp4 1
/scratch/cvit/v3/front_view_256/Straight/6d61a426-e0ac-48ed-a8c1-779b335d86cf.mp4 /scratch/cvit/v3/driver_view_256/Straight/6d61a426-e0ac-48ed-a8c1-779b335d86cf.mp4 0
/scratch/cvit/v3/front_view_256/Right_Change/99c32900-a9aa-4477-8f44-92a959f046de.mp4 /scratch/cvit/v3/driver_view_256/Right_Change/99c32900-a9aa-4477-8f44-92a959f046de.mp4 5
/scratch/cvit/v3/front_view_256/Right_Change/bc279c93-913a-468b-a715-5deadea5f376.mp4 /scratch/cvit/v3/driver_view_256/Right_Change/bc279c93-913a-468b-a715-5deadea5f376.mp4 5
/scratch/cvit/v3/front_view_256/Slow_Down/442be775-462a-41da-bd87-0a9763f37241.mp4 /scratch/cvit/v3/driver_view_256/Slow_Down/442be775-462a-41da-bd87-0a9763f37241.mp4 1
